datetime,product_id,store_id,customer_id,qty,price,promotion_id,po_id
2025-01-02 10:02:00,P0044,S02,C00331,2,62.19,,PO000168
2025-01-02 18:09:00,P0042,S02,C00084,4,111.07,,PO000195
2025-01-02 19:42:00,P0042,S02,C00022,5,111.07,,PO000075
2025-01-02 14:01:00,P0027,S02,C00226,7,78.74,,PO000142
2025-01-02 15:09:00,P0001,S02,C00340,7,40.31,,PO000153
2025-01-02 09:04:00,P0045,S03,C00123,3,25.02,,PO000077
2025-01-02 16:30:00,P0004,S03,C00243,1,102.49,,PO000135
2025-01-02 10:43:00,P0014,S03,C00199,3,62.22,,PO000138
2025-01-02 12:42:00,P0017,S03,C00372,3,91.36,,PO000054
2025-01-02 15:45:00,P0033,S03,C00355,1,56.46,,PO000027
2025-01-02 16:04:00,P0023,S03,C00095,5,93.47,,PO000049
2025-01-02 10:10:00,P0027,S03,C00212,1,78.74,,PO000142
2025-01-02 13:28:00,P0039,S03,C00111,7,78.63,,PO000031
2025-01-02 16:34:00,P0020,S03,C00435,1,69.69,,PO000055
2025-01-02 18:03:00,P0005,S03,C00109,1,33.2,,PO000215
2025-01-02 14:52:00,P0019,S03,C00086,3,74.9,,PO000246
2025-01-02 15:50:00,P0045,S03,C00298,2,25.02,,PO000077
2025-01-03 12:10:00,P0028,S01,C00267,5,43.98,,PO000178
2025-01-03 16:48:00,P0038,S01,C00390,1,97.97,,PO000112
2025-01-03 19:03:00,P0042,S01,C00431,3,111.07,,PO000100
2025-01-03 16:31:00,P0025,S01,C00116,9,76.61,,PO000254
2025-01-03 12:42:00,P0049,S01,C00429,3,77.09,,PO000229
2025-01-03 09:27:00,P0047,S01,C00270,3,85.23,,PO000167
2025-01-03 20:44:00,P0017,S01,C00238,1,91.36,,PO000218
2025-01-03 14:51:00,P0015,S01,C00047,2,56.49,,PO000131
2025-01-03 10:48:00,P0038,S01,C00007,1,97.97,,PO000112
2025-01-03 10:26:00,P0041,S01,C00496,1,83.36,,PO000148
2025-01-03 10:07:00,P0034,S02,C00178,4,45.82,,PO000029
2025-01-03 14:03:00,P0024,S02,C00047,7,71.67,,PO000147
2025-01-03 10:57:00,P0037,S02,C00455,10,89.69,,PO000158
2025-01-03 10:54:00,P0026,S02,C00393,12,116.35,,PO000201
2025-01-03 13:53:00,P0029,S02,C00180,2,46.11,,PO000247
2025-01-03 09:57:00,P0018,S02,C00417,3,49.29,,PO000175
2025-01-03 20:13:00,P0011,S02,C00055,8,74.61,,PO000097
2025-01-03 18:31:00,P0039,S02,C00215,5,78.63,,PO000151
2025-01-03 11:27:00,P0010,S02,C00123,2,36.83,,PO000117
2025-01-03 15:18:00,P0029,S02,C00111,1,46.11,,PO000165
2025-01-03 20:08:00,P0003,S02,C00343,5,79.05,,PO000048
2025-01-03 15:36:00,P0014,S02,C00425,3,62.22,,PO000138
2025-01-03 10:25:00,P0044,S02,C00012,4,62.19,,PO000045
2025-01-03 11:27:00,P0046,S02,C00444,9,53.94,,PO000103
2025-01-03 17:47:00,P0027,S02,C00410,6,78.74,,PO000234
2025-01-03 09:49:00,P0039,S02,C00370,6,78.63,,PO000146
2025-01-03 20:22:00,P0047,S02,C00051,7,85.23,,PO000191
2025-01-03 15:12:00,P0019,S02,C00483,9,74.9,,PO000246
2025-01-03 20:07:00,P0023,S02,C00419,2,93.47,,PO000209
2025-01-03 11:26:00,P0043,S03,C00405,1,104.25,,PO000023
2025-01-03 09:41:00,P0045,S03,C00303,1,25.02,,PO000077
2025-01-03 14:22:00,P0007,S03,C00112,6,34.13,,PO000251
2025-01-03 15:24:00,P0020,S03,C00401,1,69.69,,PO000230
2025-01-03 12:01:00,P0050,S03,C00390,2,43.85,,PO000011
2025-01-03 16:48:00,P0040,S03,C00225,1,112.26,,PO000244
2025-01-03 16:15:00,P0024,S03,C00126,3,71.67,,PO000147
2025-01-03 10:15:00,P0034,S03,C00042,4,45.82,,PO000123
2025-01-03 09:40:00,P0044,S03,C00021,3,62.19,,PO000068
2025-01-03 18:56:00,P0048,S03,C00287,1,84.92,,PO000040
2025-01-04 15:04:00,P0009,S01,C00143,5,59.64,,PO000101
2025-01-04 20:09:00,P0005,S01,C00013,2,33.2,,PO000215
2025-01-04 09:36:00,P0031,S01,C00478,3,16.64,,PO000205
2025-01-04 11:39:00,P0042,S01,C00312,6,111.07,,PO000195
2025-01-04 10:19:00,P0039,S01,C00197,2,78.63,,PO000031
2025-01-04 14:27:00,P0044,S01,C00153,1,62.19,,PO000168
2025-01-04 11:58:00,P0042,S01,C00340,3,111.07,,PO000224
2025-01-04 16:29:00,P0019,S01,C00467,7,74.9,,PO000164
2025-01-04 14:16:00,P0019,S01,C00080,4,74.9,,PO000246
2025-01-04 09:45:00,P0045,S01,C00409,6,25.02,,PO000077
2025-01-04 11:13:00,P0024,S01,C00284,2,71.67,,PO000147
2025-01-04 20:15:00,P0039,S02,C00104,11,78.63,,PO000050
2025-01-04 18:41:00,P0038,S02,C00087,1,97.97,,PO000071
2025-01-04 17:34:00,P0033,S02,C00389,4,56.46,,PO000115
2025-01-04 20:14:00,P0014,S02,C00335,7,62.22,,PO000184
2025-01-04 13:31:00,P0050,S02,C00472,4,43.85,,PO000238
2025-01-04 13:33:00,P0030,S02,C00079,2,32.35,,PO000086
2025-01-04 20:53:00,P0018,S02,C00038,3,49.29,,PO000240
2025-01-04 16:28:00,P0002,S02,C00462,1,86.74,,PO000020
2025-01-04 12:01:00,P0020,S02,C00273,5,69.69,,PO000230
2025-01-04 12:24:00,P0004,S02,C00390,1,102.49,,PO000135
2025-01-04 15:08:00,P0005,S02,C00307,1,33.2,,PO000007
2025-01-04 15:21:00,P0005,S02,C00363,1,33.2,,PO000215
2025-01-04 15:17:00,P0022,S02,C00001,5,103.68,,PO000128
2025-01-04 13:17:00,P0027,S02,C00362,7,78.74,,PO000001
2025-01-04 09:06:00,P0013,S02,C00354,6,103.44,,PO000140
2025-01-04 19:42:00,P0018,S02,C00494,3,49.29,,PO000003
2025-01-04 11:50:00,P0029,S02,C00332,2,46.11,,PO000064
2025-01-04 11:23:00,P0006,S02,C00065,2,56.06,,PO000173
2025-01-04 14:10:00,P0047,S02,C00062,3,85.23,,PO000167
2025-01-04 19:55:00,P0020,S02,C00471,7,69.69,,PO000055
2025-01-04 18:00:00,P0022,S02,C00482,2,103.68,,PO000108
2025-01-04 09:15:00,P0021,S02,C00061,5,115.92,,PO000204
2025-01-04 15:06:00,P0028,S02,C00452,8,43.98,,PO000178
2025-01-04 17:19:00,P0032,S02,C00326,3,59.46,,PO000193
2025-01-04 13:22:00,P0001,S02,C00402,2,40.31,,PO000098
2025-01-04 13:56:00,P0023,S02,C00109,4,93.47,,PO000063
2025-01-04 10:22:00,P0005,S02,C00055,1,33.2,,PO000022
2025-01-04 11:33:00,P0038,S02,C00079,2,97.97,,PO000171
2025-01-04 12:31:00,P0033,S02,C00001,5,56.46,,PO000232
2025-01-04 09:25:00,P0036,S03,C00089,1,35.88,,PO000189
2025-01-04 11:23:00,P0033,S03,C00117,2,56.46,,PO000243
2025-01-04 19:31:00,P0040,S03,C00216,1,112.26,,PO000005
2025-01-04 11:10:00,P0024,S03,C00368,2,71.67,,PO000214
2025-01-04 16:16:00,P0021,S03,C00496,4,115.92,,PO000013
2025-01-04 16:42:00,P0009,S03,C00404,2,59.64,,PO000255
2025-01-04 14:36:00,P0044,S03,C00079,1,62.19,,PO000102
2025-01-04 12:48:00,P0019,S03,C00154,1,74.9,,PO000164
2025-01-04 15:43:00,P0018,S03,C00481,1,49.29,,PO000017
2025-01-04 18:25:00,P0033,S03,C00131,1,56.46,,PO000115
2025-01-04 09:09:00,P0035,S03,C00310,5,16.48,,PO000043
2025-01-04 11:40:00,P0016,S03,C00134,2,112.3,,PO000088
2025-01-04 17:44:00,P0014,S03,C00199,1,62.22,,PO000015
2025-01-04 17:10:00,P0020,S03,C00436,1,69.69,,PO000230
2025-01-04 19:43:00,P0002,S03,C00286,1,86.74,,PO000020
2025-01-04 10:27:00,P0033,S03,C00098,1,56.46,,PO000176
2025-01-04 20:14:00,P0048,S03,C00066,1,84.92,,PO000040
2025-01-05 16:11:00,P0048,S01,C00187,1,84.92,,PO000257
2025-01-05 10:51:00,P0040,S01,C00192,5,112.26,,PO000109
2025-01-05 13:26:00,P0030,S01,C00480,1,32.35,,PO000111
2025-01-05 17:14:00,P0043,S01,C00135,1,104.25,,PO000062
2025-01-05 19:37:00,P0003,S01,C00405,5,79.05,,PO000048
2025-01-05 18:16:00,P0008,S01,C00034,6,94.31,,PO000018
2025-01-05 17:20:00,P0017,S01,C00426,3,91.36,,PO000121
2025-01-05 17:05:00,P0022,S01,C00012,2,103.68,,PO000019
2025-01-05 13:57:00,P0008,S01,C00140,2,94.31,,PO000018
2025-01-05 12:35:00,P0011,S01,C00469,1,74.61,,PO000104
2025-01-05 10:29:00,P0029,S01,C00342,3,46.11,,PO000155
2025-01-05 09:16:00,P0039,S01,C00330,6,78.63,,PO000245
2025-01-05 17:20:00,P0050,S01,C00051,1,43.85,,PO000065
2025-01-05 15:51:00,P0039,S02,C00283,5,78.63,,PO000037
2025-01-05 17:06:00,P0042,S02,C00180,3,111.07,,PO000224
2025-01-05 13:07:00,P0040,S02,C00402,6,112.26,,PO000109
2025-01-05 19:46:00,P0030,S02,C00186,3,32.35,,PO000086
2025-01-05 14:22:00,P0013,S02,C00229,2,103.44,,PO000140
2025-01-05 11:28:00,P0016,S02,C00414,5,112.3,,PO000106
2025-01-05 17:25:00,P0003,S02,C00258,7,79.05,,PO000207
2025-01-05 18:31:00,P0026,S02,C00127,11,116.35,,PO000219
2025-01-05 14:44:00,P0035,S02,C00221,6,16.48,,PO000258
2025-01-05 09:24:00,P0049,S02,C00068,4,77.09,,PO000229
2025-01-05 20:12:00,P0044,S02,C00197,7,62.19,,PO000068
2025-01-05 12:11:00,P0039,S02,C00083,12,78.63,,PO000245
2025-01-05 20:11:00,P0004,S02,C00292,1,102.49,,PO000135
2025-01-05 17:41:00,P0034,S02,C00429,9,45.82,,PO000090
2025-01-05 13:26:00,P0016,S02,C00218,3,112.3,,PO000012
2025-01-05 18:46:00,P0024,S02,C00472,9,71.67,,PO000239
2025-01-05 09:03:00,P0031,S02,C00076,16,16.64,,PO000228
2025-01-05 16:44:00,P0031,S02,C00037,7,16.64,,PO000205
2025-01-05 20:43:00,P0018,S02,C00468,1,49.29,,PO000175
2025-01-05 12:38:00,P0007,S02,C00480,4,34.13,,PO000052
2025-01-05 17:20:00,P0005,S02,C00475,1,33.2,,PO000215
2025-01-05 16:37:00,P0008,S02,C00062,6,94.31,,PO000150
2025-01-05 09:13:00,P0043,S02,C00484,1,104.25,,PO000053
2025-01-05 15:19:00,P0033,S02,C00092,7,56.46,,PO000243
2025-01-05 12:28:00,P0038,S02,C00018,2,97.97,,PO000171
2025-01-05 15:54:00,P0019,S02,C00127,5,74.9,,PO000114
2025-01-05 20:50:00,P0020,S02,C00439,2,69.69,,PO000230
2025-01-05 10:41:00,P0013,S02,C00391,3,103.44,,PO000140
2025-01-05 17:18:00,P0020,S02,C00258,1,69.69,,PO000203
2025-01-05 10:29:00,P0017,S02,C00388,5,91.36,,PO000218
2025-01-05 13:23:00,P0012,S02,C00211,5,18.29,,PO000202
2025-01-05 12:58:00,P0035,S03,C00129,4,16.48,,PO000166
2025-01-05 17:58:00,P0032,S03,C00430,2,59.46,,PO000125
2025-01-05 10:58:00,P0039,S03,C00420,4,78.63,,PO000037
2025-01-05 20:24:00,P0009,S03,C00004,5,59.64,,PO000101
2025-01-05 17:37:00,P0028,S03,C00279,2,43.98,,PO000217
2025-01-06 12:11:00,P0025,S01,C00178,3,76.61,,PO000254
2025-01-06 16:54:00,P0039,S01,C00479,5,78.63,,PO000050
2025-01-06 18:36:00,P0039,S01,C00044,4,78.63,,PO000245
2025-01-06 13:06:00,P0050,S01,C00332,3,43.85,,PO000011
2025-01-06 11:05:00,P0013,S01,C00231,1,103.44,,PO000140
2025-01-06 20:02:00,P0019,S01,C00004,4,74.9,,PO000246
2025-01-06 18:03:00,P0048,S02,C00108,1,84.92,,PO000036
2025-01-06 11:27:00,P0046,S02,C00180,6,53.94,,PO000103
2025-01-06 15:12:00,P0043,S02,C00313,8,104.25,,PO000141
2025-01-06 15:44:00,P0010,S02,C00040,1,36.83,,PO000236
2025-01-06 10:19:00,P0035,S02,C00066,9,16.48,,PO000043
2025-01-06 10:59:00,P0034,S02,C00214,8,45.82,,PO000130
2025-01-06 09:29:00,P0049,S02,C00166,5,77.09,,PO000185
2025-01-06 12:04:00,P0031,S02,C00397,8,16.64,,PO000004
2025-01-06 12:41:00,P0028,S02,C00411,4,43.98,,PO000178
2025-01-06 12:57:00,P0047,S02,C00393,6,85.23,,PO000210
2025-01-06 20:26:00,P0039,S02,C00223,7,78.63,,PO000245
2025-01-06 20:24:00,P0036,S02,C00159,3,35.88,,PO000189
2025-01-06 18:43:00,P0043,S02,C00051,1,104.25,,PO000053
2025-01-06 14:30:00,P0010,S02,C00258,1,36.83,,PO000074
2025-01-06 13:47:00,P0010,S02,C00085,1,36.83,,PO000032
2025-01-06 10:15:00,P0049,S02,C00271,7,77.09,,PO000083
2025-01-06 12:53:00,P0037,S02,C00486,13,89.69,,PO000158
2025-01-06 18:28:00,P0021,S02,C00271,5,115.92,,PO000204
2025-01-06 11:52:00,P0016,S02,C00102,5,112.3,,PO000106
2025-01-06 17:28:00,P0033,S02,C00476,5,56.46,,PO000176
2025-01-06 18:26:00,P0005,S02,C00322,3,33.2,,PO000007
2025-01-06 09:44:00,P0037,S03,C00251,3,89.69,,PO000014
2025-01-06 18:23:00,P0030,S03,C00259,1,32.35,,PO000086
2025-01-06 09:09:00,P0022,S03,C00333,1,103.68,,PO000019
2025-01-06 13:00:00,P0035,S03,C00207,4,16.48,,PO000043
2025-01-06 20:40:00,P0015,S03,C00075,3,56.49,,PO000190
2025-01-06 14:11:00,P0042,S03,C00455,1,111.07,,PO000100
2025-01-06 15:52:00,P0007,S03,C00416,4,34.13,,PO000179
2025-01-06 14:34:00,P0036,S03,C00333,1,35.88,,PO000107
2025-01-06 15:18:00,P0048,S03,C00439,1,84.92,,PO000036
2025-01-06 14:44:00,P0001,S03,C00307,1,40.31,,PO000098
2025-01-07 10:15:00,P0036,S01,C00180,1,35.88,,PO000198
2025-01-07 16:38:00,P0041,S01,C00100,1,83.36,,PO000120
2025-01-07 19:30:00,P0029,S01,C00085,1,46.11,,PO000057
2025-01-07 17:57:00,P0009,S01,C00398,3,59.64,,PO000101
2025-01-07 18:03:00,P0039,S01,C00123,3,78.63,,PO000151
2025-01-07 20:04:00,P0012,S01,C00106,3,18.29,,PO000202
2025-01-07 16:13:00,P0045,S01,C00029,4,25.02,,PO000077
2025-01-07 13:41:00,P0042,S02,C00270,5,111.07,,PO000100
2025-01-07 12:57:00,P0038,S02,C00210,1,97.97,,PO000112
2025-01-07 20:36:00,P0048,S02,C00462,2,84.92,,PO000036
2025-01-07 13:29:00,P0008,S02,C00131,8,94.31,,PO000025
2025-01-07 15:01:00,P0009,S02,C00064,9,59.64,,PO000101
2025-01-07 16:06:00,P0032,S02,C00473,5,59.46,,PO000076
2025-01-07 13:59:00,P0006,S02,C00408,3,56.06,,PO000143
2025-01-07 19:58:00,P0049,S02,C00046,6,77.09,,PO000110
2025-01-07 20:19:00,P0030,S02,C00313,3,32.35,,PO000111
2025-01-07 14:18:00,P0040,S02,C00040,4,112.26,,PO000109
2025-01-07 17:18:00,P0050,S02,C00167,1,43.85,,PO000238
2025-01-07 11:29:00,P0037,S02,C00235,12,89.69,,PO000028
2025-01-07 13:05:00,P0026,S02,C00070,13,116.35,,PO000201
2025-01-07 13:12:00,P0026,S02,C00079,9,116.35,,PO000177
2025-01-07 11:04:00,P0034,S02,C00103,8,45.82,,PO000029
2025-01-07 19:47:00,P0003,S02,C00314,11,79.05,,PO000060
2025-01-07 20:50:00,P0015,S02,C00330,2,56.49,,PO000131
2025-01-07 16:24:00,P0002,S02,C00029,3,86.74,,PO000154
2025-01-07 12:08:00,P0048,S02,C00323,1,84.92,,PO000257
2025-01-07 09:16:00,P0038,S02,C00044,4,97.97,,PO000188
2025-01-07 20:59:00,P0049,S03,C00174,2,77.09,,PO000144
2025-01-07 16:57:00,P0031,S03,C00002,3,16.64,,PO000228
2025-01-07 18:25:00,P0005,S03,C00025,4,33.2,,PO000022
2025-01-07 16:56:00,P0006,S03,C00403,3,56.06,,PO000092
2025-01-07 18:02:00,P0035,S03,C00205,2,16.48,,PO000043
2025-01-07 10:49:00,P0020,S03,C00246,1,69.69,,PO000055
2025-01-07 19:38:00,P0020,S03,C00332,1,69.69,,PO000055
2025-01-07 19:08:00,P0025,S03,C00216,1,76.61,,PO000254
2025-01-07 19:14:00,P0040,S03,C00077,1,112.26,,PO000244
2025-01-07 18:17:00,P0036,S03,C00325,1,35.88,,PO000107
2025-01-08 09:20:00,P0016,S01,C00245,2,112.3,,PO000012
2025-01-08 16:52:00,P0017,S01,C00093,2,91.36,,PO000094
2025-01-08 16:31:00,P0039,S01,C00488,3,78.63,,PO000037
2025-01-08 18:29:00,P0017,S01,C00011,6,91.36,,PO000054
2025-01-08 15:39:00,P0049,S01,C00272,1,77.09,,PO000083
2025-01-08 18:01:00,P0012,S01,C00134,4,18.29,,PO000250
2025-01-08 13:00:00,P0009,S01,C00454,2,59.64,,PO000101
2025-01-08 18:30:00,P0037,S01,C00182,4,89.69,,PO000241
2025-01-08 09:47:00,P0024,S01,C00398,2,71.67,,PO000163
2025-01-08 09:52:00,P0024,S01,C00362,9,71.67,,PO000214
2025-01-08 18:47:00,P0028,S01,C00447,1,43.98,,PO000194
2025-01-08 10:03:00,P0019,S02,C00130,5,74.9,,PO000246
2025-01-08 10:17:00,P0022,S02,C00123,4,103.68,,PO000159
2025-01-08 11:43:00,P0050,S02,C00393,1,43.85,,PO000186
2025-01-08 19:27:00,P0012,S02,C00151,10,18.29,,PO000067
2025-01-08 10:05:00,P0014,S02,C00337,6,62.22,,PO000073
2025-01-08 15:01:00,P0022,S02,C00396,1,103.68,,PO000128
2025-01-08 11:31:00,P0002,S02,C00142,3,86.74,,PO000180
2025-01-08 18:46:00,P0046,S02,C00358,4,53.94,,PO000103
2025-01-08 11:27:00,P0015,S02,C00044,2,56.49,,PO000190
2025-01-08 13:23:00,P0040,S02,C00210,6,112.26,,PO000109
2025-01-08 18:39:00,P0008,S02,C00441,8,94.31,,PO000174
2025-01-08 09:43:00,P0028,S02,C00486,3,43.98,,PO000217
2025-01-08 20:18:00,P0048,S02,C00364,2,84.92,,PO000040
2025-01-08 11:33:00,P0048,S02,C00471,1,84.92,,PO000249
2025-01-08 15:38:00,P0042,S02,C00078,5,111.07,,PO000195
2025-01-08 15:27:00,P0015,S02,C00191,1,56.49,,PO000190
2025-01-08 13:43:00,P0021,S02,C00262,8,115.92,,PO000206
2025-01-08 15:00:00,P0029,S02,C00237,10,46.11,,PO000127
2025-01-08 15:41:00,P0043,S02,C00273,2,104.25,,PO000160
2025-01-08 14:48:00,P0034,S02,C00176,10,45.82,,PO000252
2025-01-08 13:48:00,P0046,S02,C00009,9,53.94,,PO000103
2025-01-08 15:00:00,P0029,S02,C00262,2,46.11,,PO000127
2025-01-08 13:11:00,P0020,S02,C00369,2,69.69,,PO000055
2025-01-08 16:22:00,P0040,S03,C00180,4,112.26,,PO000244
2025-01-08 16:28:00,P0004,S03,C00440,2,102.49,,PO000135
2025-01-08 14:25:00,P0039,S03,C00055,1,78.63,,PO000037
2025-01-08 15:30:00,P0040,S03,C00345,3,112.26,,PO000005
2025-01-08 15:32:00,P0029,S03,C00143,1,46.11,,PO000247
2025-01-08 17:24:00,P0020,S03,C00224,2,69.69,,PO000230
2025-01-09 14:07:00,P0028,S01,C00119,6,43.98,,PO000178
2025-01-09 14:47:00,P0017,S01,C00204,2,91.36,,PO000218
2025-01-09 13:28:00,P0008,S01,C00019,6,94.31,,PO000216
2025-01-09 12:47:00,P0041,S01,C00401,2,83.36,,PO000026
2025-01-09 10:17:00,P0012,S01,C00182,6,18.29,,PO000067
2025-01-09 15:04:00,P0016,S01,C00092,6,112.3,,PO000106
2025-01-09 15:45:00,P0023,S01,C00187,1,93.47,,PO000038
2025-01-09 09:38:00,P0022,S01,C00379,1,103.68,,PO000128
2025-01-09 16:53:00,P0037,S01,C00318,7,89.69,,PO000241
2025-01-09 20:22:00,P0025,S01,C00318,10,76.61,,PO000132
2025-01-09 10:18:00,P0032,S01,C00438,6,59.46,,PO000139
2025-01-09 14:42:00,P0003,S01,C00262,2,79.05,,PO000060
2025-01-09 11:48:00,P0039,S01,C00327,2,78.63,,PO000245
2025-01-09 18:29:00,P0036,S01,C00391,2,35.88,,PO000119
2025-01-09 18:35:00,P0007,S01,C00012,2,34.13,,PO000118
2025-01-09 11:01:00,P0019,S02,C00359,10,74.9,,PO000246
2025-01-09 12:25:00,P0016,S02,C00203,7,112.3,,PO000156
2025-01-09 18:00:00,P0007,S02,C00010,13,34.13,,PO000179
2025-01-09 09:30:00,P0013,S02,C00195,1,103.44,,PO000140
2025-01-09 10:35:00,P0027,S02,C00002,5,78.74,,PO000234
2025-01-09 19:20:00,P0006,S02,C00270,5,56.06,,PO000221
2025-01-09 17:04:00,P0046,S02,C00091,10,53.94,,PO000103
2025-01-09 19:39:00,P0026,S02,C00172,8,116.35,,PO000187
2025-01-09 10:56:00,P0049,S02,C00375,8,77.09,,PO000229
2025-01-09 17:47:00,P0045,S02,C00456,5,25.02,,PO000077
2025-01-09 11:11:00,P0038,S02,C00316,2,97.97,,PO000112
2025-01-09 16:17:00,P0038,S02,C00052,3,97.97,,PO000171
2025-01-09 18:02:00,P0041,S02,C00188,4,83.36,,PO000078
2025-01-09 10:17:00,P0043,S02,C00050,6,104.25,,PO000053
2025-01-09 14:25:00,P0018,S02,C00360,1,49.29,,PO000175
2025-01-09 16:35:00,P0007,S02,C00286,11,34.13,,PO000042
2025-01-09 15:15:00,P0005,S02,C00444,1,33.2,,PO000124
2025-01-09 15:53:00,P0024,S02,C00029,6,71.67,,PO000208
2025-01-09 13:57:00,P0039,S02,C00026,8,78.63,,PO000050
2025-01-09 18:42:00,P0042,S02,C00105,11,111.07,,PO000082
2025-01-09 14:16:00,P0039,S02,C00211,6,78.63,,PO000245
2025-01-09 13:55:00,P0026,S02,C00363,5,116.35,,PO000008
2025-01-09 11:01:00,P0004,S02,C00253,2,102.49,,PO000135
2025-01-09 11:05:00,P0041,S03,C00236,1,83.36,,PO000026
2025-01-09 12:40:00,P0034,S03,C00070,3,45.82,,PO000162
2025-01-09 12:20:00,P0029,S03,C00008,2,46.11,,PO000064
2025-01-09 18:37:00,P0028,S03,C00204,1,43.98,,PO000217
2025-01-09 16:38:00,P0042,S03,C00127,1,111.07,,PO000082
2025-01-09 16:59:00,P0018,S03,C00277,1,49.29,,PO000003
2025-01-09 12:15:00,P0020,S03,C00065,6,69.69,,PO000055
2025-01-09 15:12:00,P0015,S03,C00107,2,56.49,,PO000131
2025-01-09 15:30:00,P0014,S03,C00298,1,62.22,,PO000073
2025-01-09 18:29:00,P0017,S03,C00315,2,91.36,,PO000044
2025-01-09 15:00:00,P0031,S03,C00020,1,16.64,,PO000004
